# kdata file
# Format: Name, Sweetness, Sourness, Nuttiness, Texture
Hearsay Luxurious Dark Walnut Velvet,0.41,0.13,0.8,0.03
Nastly Indulgent Chocolate Candy Sticks,0.78,0.7,0.27,0.8
Nastly Bittersweet Cashew Wafers,0.59,0.36,0.91,0.3
Hearsay Sour Bittersweet Peanut Candy Sticks,0.69,0.86,0.77,0.94
Hearsay Tart Sinful Spearmint Candy Sticks,0.78,0.85,0.24,0.97
Nastly Cool Bittersweet Almond Fudge,0.68,0.09,0.97,0
Nastly Sour Bittersweet Nugat-Filled Candy Sticks,0.61,0.86,0.31,0.86
Hearsay Cheese Nugat-Filled Candy Sticks,0.07,0.37,0.57,0.71
Nastly Tart Dark Peanut-Butter Candy Sticks,0.39,0.93,0.66,0.9
Billy Bonker's Luxurious Salted Caramel Bar,0.27,0.02,0.05,0.49
Nastly Dark Peanut-Butter Wafers,0.69,0.32,0.33,0.64
Billy Bonker's Sinful Caramel Chews,0.78,0.4,0.18,0.04
Nastly Indulgent Caramel Mints,0.98,0.31,0.04,0.58
Billy Bonker's Dark Nut Wafers,0.44,0.58,0.77,0.6
Billy Bonker's Tart Bitter Nut Nonpariels,0.1,0.95,0.98,0.35
Hearsay Tangy Bittersweet Spearmint Jawbreakers,0.42,0.74,0.23,0.86
Good Ivan's Luxurious Indulgent Nugat-Filled Lollipops,0.94,0.06,0.41,0.79
Billy Bonker's Tart Bittersweet Caramel Bar,0.4,0.83,0.07,0.65
Nastly Refreshingly Bittersweet Nugat-Filled Nonpariels,0.3,0.17,0.36,0.65
Billy Bonker's Sour Honey Peanut-Butter Candy Sticks,0.88,0.79,0.37,0.82
Hearsay Indulgent Spearmint Jawbreakers,0.99,0.67,0.16,0.83
Good Ivan's Semisweet Nugat-Filled Bar,0.34,0.51,0.67,0.64
Nastly Sour Sinful Peanut-Butter Lollipops,0.84,0.76,0.51,0.84
Billy Bonker's Bittersweet Spearmint Clusters,0.66,0.53,0.21,0.79
Hearsay Bitter Chocolate Coated Mints,0.21,0.34,0.39,0.6
Billy Bonker's Cool Indulgent Almond Wafers,0.74,0.26,0.82,0.52
Billy Bonker's Tart Honey Nut Wafers,0.96,0.96,0.87,0.34
Good Ivan's Cool Dark Chocolate Coated Candy Sticks,0.47,0.27,0.67,0.8
Billy Bonker's Salted Nugat-Filled Mints,0.16,0.61,0.49,0.46
Good Ivan's Indulgent Caramel Fudge,0.73,0.36,0.03,0.11
Good Ivan's Bittersweet Nugat-Filled Lollipops,0.68,0.69,0.37,0.96
Billy Bonker's Tangy Indulgent Peanut-Butter Fudge,0.92,0.85,0.3,0.22
Nastly Bittersweet Nut Fudge,0.34,0.39,0.86,0.03
Nastly Cool Dark Nut Velvet,0.58,0.26,0.8,0.02
Hearsay Luxurious Sinful Chocolate Coated Chews,0.9,0.02,0.47,0.11
Nastly Tart Semisweet Nugat-Filled Velvet,0.31,0.82,0.39,0.03
Billy Bonker's Cheese Wintergreen Wafers,0.18,0.63,0.21,0.41
Good Ivan's Bitter Cashew Lollipops,0.13,0.58,0.87,0.71
Billy Bonker's Bitter Chocolate Coated Chews,0.15,0.63,0.45,0.29
Billy Bonker's Cool Dark Walnut Nonpariels,0.65,0.29,0.75,0.33
Good Ivan's Luxurious Semisweet Walnut Chews,0.58,0.1,0.93,0.07
Hearsay Bitter Peanut-Butter Mints,0.24,0.7,0.34,0.31
Billy Bonker's Sour Dark Walnut Nonpariels,0.55,0.83,0.83,0.42
Nastly Luxurious Bittersweet Walnut Mints,0.42,0.06,0.94,0.69
Hearsay Luxurious Honey Nugat-Filled Mints,0.87,0.06,0.6,0.64
Hearsay Bittersweet Peanut Lollipops,0.53,0.32,0.76,0.88
Hearsay Luxurious Semisweet Almond Lollipops,0.36,0.15,0.97,0.9
Good Ivan's Dark Nut Candy Sticks,0.52,0.62,0.99,0.78
Good Ivan's Refreshingly Indulgent Nugat-Filled Bar,0.91,0.14,0.37,0.55
Good Ivan's Tart Bittersweet Chocolate Coated Chews,0.31,0.97,0.48,0.16
Good Ivan's Cheese Nugat-Filled Jawbreakers,0.16,0.5,0.67,0.8
Good Ivan's Sour Sinful Nugat-Filled Chews,0.99,0.97,0.3,0.19
Billy Bonker's Cool Semisweet Chocolate Coated Bar,0.41,0.26,0.6,0.39
Nastly Tart Honey Fruit Candy Sticks,0.74,0.72,0.06,0.91
Good Ivan's Salted Nugat-Filled Clusters,0.28,0.34,0.41,0.72
Good Ivan's Cheese Chocolate Coated Nonpariels,0,0.4,0.46,0.6
Good Ivan's Sour Salted Peanut-Butter Jawbreakers,0.01,0.74,0.39,0.74
Hearsay Sour Semisweet Caramel Bar,0.61,0.97,0.03,0.65
Nastly Cool Salted Peanut-Butter Velvet,0.25,0.04,0.41,0.21
Billy Bonker's Semisweet Peanut Jawbreakers,0.63,0.33,0.95,0.78
Billy Bonker's Honey Fruit Chews,0.97,0.41,0.19,0.09
Good Ivan's Tart Salted Nut Lollipops,0.27,0.96,0.74,0.82
Nastly Sour Bittersweet Nugat-Filled Fudge,0.35,0.84,0.67,0.24
Nastly Luxurious Bittersweet Walnut Velvet,0.64,0.23,0.91,0.03
Billy Bonker's Sour Bittersweet Nut Chews,0.48,0.98,0.89,0.24
Good Ivan's Tart Sinful Peanut Mints,0.81,0.87,0.73,0.68
Hearsay Refreshingly Semisweet Almond Chews,0.6,0.12,0.78,0.11
Nastly Cheese Peanut Candy Sticks,0.2,0.41,0.99,0.72
Billy Bonker's Sour Bitter Nugat-Filled Wafers,0.16,0.93,0.61,0.49
Billy Bonker's Luxurious Semisweet Walnut Chews,0.4,0.09,0.8,0
Hearsay Dark Wintergreen Wafers,0.54,0.61,0.14,0.65
Hearsay Bitter Almond Jawbreakers,0.26,0.36,0.75,0.76
Good Ivan's Tangy Sinful Chocolate Clusters,0.94,0.77,0.01,0.8
Billy Bonker's Indulgent Nugat-Filled Jawbreakers,0.77,0.47,0.33,0.81
Good Ivan's Cheese Peanut Clusters,0.04,0.37,0.96,0.73
Nastly Cool Semisweet Walnut Nonpariels,0.43,0.14,0.76,0.36
Hearsay Sour Indulgent Nut Jawbreakers,0.99,0.75,0.91,0.95
Nastly Sour Sinful Nut Bar,0.96,0.73,0.78,0.47
Billy Bonker's Tart Cheese Nugat-Filled Chews,0.03,0.96,0.5,0.23
Good Ivan's Sour Dark Peanut-Butter Chews,0.33,0.71,0.31,0.01
Nastly Tart Indulgent Fruit Jawbreakers,0.75,0.91,0.21,0.71
Hearsay Bittersweet Cashew Nonpariels,0.58,0.3,0.85,0.38
Good Ivan's Sinful Wintergreen Velvet,0.73,0.63,0.18,0.24
Billy Bonker's Cool Bittersweet Walnut Jawbreakers,0.43,0.07,0.76,0.9
Billy Bonker's Dark Peanut-Butter Mints,0.44,0.57,0.48,0.52
Hearsay Refreshingly Bitter Walnut Mints,0.17,0.23,0.95,0.47
Hearsay Tart Cheese Nugat-Filled Velvet,0.17,0.81,0.51,0.26
Nastly Indulgent Nugat-Filled Nonpariels,0.98,0.31,0.32,0.47
Nastly Dark Cashew Velvet,0.65,0.32,0.71,0.15
Good Ivan's Bittersweet Peanut-Butter Fudge,0.45,0.32,0.64,0.23
Nastly Luxurious Bitter Walnut Velvet,0.05,0.09,0.91,0.13
Hearsay Refreshingly Semisweet Cashew Nonpariels,0.37,0.01,0.97,0.67
Good Ivan's Semisweet Almond Lollipops,0.31,0.5,0.75,0.88
Hearsay Tart Semisweet Chocolate Bar,0.6,0.96,0.13,0.32
Hearsay Luxurious Honey Caramel Mints,0.75,0.23,0,0.31
Hearsay Cool Indulgent Chocolate Coated Bar,0.86,0.04,0.31,0.59
Nastly Refreshingly Sinful Nugat-Filled Chews,0.77,0.13,0.39,0.11
Nastly Semisweet Fruit Mints,0.65,0.6,0.27,0.66
Good Ivan's Tart Bitter Nugat-Filled Chews,0.16,0.92,0.51,0.15
Hearsay Indulgent Fruit Wafers,0.88,0.62,0.26,0.38
Hearsay Refreshingly Cheese Nugat-Filled Chews,0.2,0.04,0.54,0.22
Billy Bonker's Sour Indulgent Peanut-Butter Nonpariels,0.91,0.83,0.65,0.59
Billy Bonker's Tart Salted Nugat-Filled Bar,0.16,0.76,0.55,0.41
Nastly Honey Wintergreen Velvet,0.99,0.46,0.11,0.17
Nastly Cheese Nut Lollipops,0.05,0.44,0.81,0.91
Billy Bonker's Sinful Nugat-Filled Nonpariels,0.93,0.3,0.35,0.48
Billy Bonker's Salted Chocolate Coated Fudge,0.19,0.37,0.68,0.28
Billy Bonker's Refreshingly Dark Almond Mints,0.47,0.17,0.73,0.47
Billy Bonker's Sour Semisweet Nugat-Filled Mints,0.64,0.73,0.38,0.61
Hearsay Semisweet Peanut-Butter Fudge,0.5,0.54,0.54,0.15
Good Ivan's Dark Peanut-Butter Bar,0.5,0.68,0.61,0.68
Nastly Sour Dark Peanut-Butter Mints,0.62,0.76,0.32,0.66
Hearsay Tangy Semisweet Wintergreen Nonpariels,0.62,0.75,0.19,0.52
Hearsay Tangy Dark Spearmint Nonpariels,0.56,0.72,0.15,0.64
Good Ivan's Cool Bittersweet Nut Chews,0.39,0.08,0.91,0.27
Good Ivan's Luxurious Honey Nugat-Filled Bar,0.76,0.16,0.35,0.4
Good Ivan's Sinful Peanut-Butter Wafers,0.96,0.61,0.62,0.51
Hearsay Bittersweet Caramel Clusters,0.5,0.38,0.19,0.93
Good Ivan's Refreshingly Bittersweet Nut Chews,0.53,0.03,0.98,0.11
Hearsay Dark Peanut-Butter Nonpariels,0.7,0.59,0.52,0.48
Good Ivan's Salted Nugat-Filled Fudge,0.1,0.43,0.69,0.27
Hearsay Dark Almond Candy Sticks,0.35,0.47,0.9,0.89
Good Ivan's Dark Caramel Nonpariels,0.67,0.66,0.02,0.6
Nastly Luxurious Dark Fruit Bar,0.4,0.19,0.11,0.56
Nastly Sour Salted Nugat-Filled Chews,0.01,0.95,0.52,0.07
Good Ivan's Sinful Nugat-Filled Nonpariels,0.86,0.34,0.59,0.55
Nastly Sour Dark Peanut Mints,0.55,0.84,0.75,0.41
Billy Bonker's Tangy Honey Chocolate Jawbreakers,0.86,0.98,0.28,0.91
Nastly Cool Semisweet Nut Chews,0.48,0.27,0.94,0.15
Hearsay Tangy Salted Peanut-Butter Chews,0.09,0.85,0.5,0.17
Billy Bonker's Sinful Peanut-Butter Wafers,0.85,0.69,0.33,0.55
Good Ivan's Tangy Bittersweet Chocolate Coated Clusters,0.5,0.71,0.47,0.76
Nastly Sinful Nugat-Filled Fudge,0.85,0.56,0.31,0.03
Good Ivan's Tangy Semisweet Nugat-Filled Nonpariels,0.6,0.82,0.34,0.7
Good Ivan's Cheese Peanut-Butter Velvet,0.27,0.65,0.62,0.1
Good Ivan's Tart Semisweet Fruit Candy Sticks,0.61,0.75,0.12,0.79
Nastly Luxurious Bittersweet Chocolate Coated Velvet,0.4,0.15,0.64,0.11
Hearsay Bitter Peanut-Butter Fudge,0.11,0.7,0.46,0.18
Hearsay Sour Bitter Chocolate Coated Velvet,0.17,0.91,0.56,0.15
Good Ivan's Refreshingly Dark Peanut Candy Sticks,0.69,0.23,0.79,0.94
Nastly Sour Cheese Chocolate Coated Nonpariels,0.26,0.73,0.32,0.3
Good Ivan's Tart Cheese Nugat-Filled Velvet,0.26,0.95,0.35,0.06
Hearsay Luxurious Bittersweet Walnut Wafers,0.7,0.28,0.75,0.67
Billy Bonker's Refreshingly Sinful Peanut Wafers,0.82,0.11,0.8,0.38
Nastly Cool Bittersweet Walnut Bar,0.39,0.05,0.71,0.43
Good Ivan's Sour Salted Chocolate Coated Nonpariels,0.28,0.83,0.7,0.56
Nastly Luxurious Semisweet Nugat-Filled Mints,0.64,0.06,0.54,0.52
Hearsay Refreshingly Semisweet Nut Clusters,0.52,0.01,0.72,0.82
Hearsay Honey Cashew Wafers,0.83,0.69,0.77,0.7
Good Ivan's Bittersweet Nut Wafers,0.59,0.47,0.96,0.7
Billy Bonker's Tangy Bitter Nugat-Filled Chews,0.08,0.87,0.39,0.02
Billy Bonker's Honey Chocolate Coated Jawbreakers,0.81,0.65,0.39,0.72
Good Ivan's Sour Sinful Walnut Lollipops,0.86,1,0.75,0.96
Hearsay Luxurious Semisweet Spearmint Clusters,0.31,0.06,0.13,0.94
Billy Bonker's Bittersweet Almond Lollipops,0.32,0.32,0.82,0.86
Nastly Indulgent Chocolate Wafers,0.71,0.51,0.22,0.66
Nastly Indulgent Chocolate Coated Bar,0.79,0.3,0.4,0.63
Nastly Semisweet Nut Nonpariels,0.3,0.38,0.82,0.3
Hearsay Sinful Chocolate Velvet,0.98,0.53,0.05,0.03
Nastly Tangy Bittersweet Fruit Lollipops,0.66,0.84,0.2,0.72
Nastly Luxurious Dark Chocolate Coated Mints,0.67,0.25,0.34,0.46
Hearsay Bitter Caramel Mints,0.07,0.6,0.12,0.58
Good Ivan's Luxurious Cheese Wintergreen Candy Sticks,0.09,0.02,0.04,0.76
Billy Bonker's Cool Semisweet Chocolate Coated Velvet,0.51,0.29,0.69,0.19
Good Ivan's Tart Honey Caramel Jawbreakers,1,0.92,0.28,0.93
Hearsay Luxurious Cheese Nut Wafers,0.23,0.25,0.9,0.36
Hearsay Sour Indulgent Chocolate Candy Sticks,0.75,0.72,0.25,0.89
Billy Bonker's Cheese Caramel Chews,0.29,0.68,0.14,0.01
Billy Bonker's Honey Peanut-Butter Candy Sticks,0.88,0.63,0.36,0.86
Hearsay Bittersweet Chocolate Coated Nonpariels,0.68,0.7,0.41,0.61
Hearsay Dark Fruit Fudge,0.68,0.63,0.15,0.03
Good Ivan's Cool Honey Chocolate Coated Mints,0.85,0.17,0.3,0.4
Billy Bonker's Refreshingly Indulgent Chocolate Coated Bar,0.75,0.22,0.7,0.32
Nastly Tart Bittersweet Fruit Wafers,0.55,0.85,0.12,0.46
Good Ivan's Refreshingly Indulgent Caramel Lollipops,0.89,0.12,0.05,0.85
Nastly Semisweet Nugat-Filled Nonpariels,0.51,0.48,0.31,0.34
Billy Bonker's Dark Chocolate Coated Candy Sticks,0.37,0.43,0.66,0.8
Billy Bonker's Tart Bittersweet Walnut Nonpariels,0.33,0.9,0.87,0.64
Hearsay Sour Sinful Caramel Nonpariels,0.85,0.92,0.15,0.37
Billy Bonker's Sour Semisweet Chocolate Coated Chews,0.64,0.95,0.44,0.2
Billy Bonker's Tart Sinful Nut Wafers,0.9,0.94,0.99,0.32
Nastly Luxurious Bittersweet Chocolate Coated Mints,0.61,0.29,0.68,0.53
Hearsay Sour Bittersweet Fruit Bar,0.52,0.76,0.25,0.5
Billy Bonker's Honey Fruit Bar,0.81,0.4,0.26,0.62
Good Ivan's Tangy Dark Nugat-Filled Chews,0.38,0.83,0.56,0.11
Billy Bonker's Bittersweet Caramel Fudge,0.49,0.68,0.07,0.23
Hearsay Refreshingly Semisweet Cashew Velvet,0.62,0.24,0.99,0.08
Good Ivan's Sour Sinful Nugat-Filled Wafers,1,0.76,0.3,0.7
Hearsay Sour Indulgent Nugat-Filled Jawbreakers,0.77,0.86,0.38,0.98
Hearsay Tart Semisweet Chocolate Coated Nonpariels,0.55,0.91,0.34,0.44
Good Ivan's Dark Peanut-Butter Nonpariels,0.69,0.69,0.35,0.31
Billy Bonker's Honey Nugat-Filled Wafers,1,0.39,0.31,0.41
Nastly Semisweet Almond Clusters,0.32,0.34,0.92,0.96
Billy Bonker's Indulgent Chocolate Chews,0.94,0.65,0.07,0.26
Good Ivan's Tart Cheese Walnut Velvet,0.2,0.75,0.98,0.26
Good Ivan's Salted Peanut-Butter Candy Sticks,0.03,0.42,0.66,0.88
Good Ivan's Semisweet Wintergreen Wafers,0.41,0.46,0.01,0.45
Hearsay Honey Caramel Lollipops,0.84,0.66,0.13,0.96
Hearsay Cool Bittersweet Peanut Candy Sticks,0.44,0.15,0.82,0.77
Good Ivan's Tart Sinful Fruit Lollipops,1,0.88,0.08,0.81
Hearsay Bitter Fruit Mints,0.1,0.47,0.28,0.59
Good Ivan's Tart Honey Peanut-Butter Bar,0.73,0.74,0.69,0.66
Nastly Salted Almond Clusters,0.08,0.68,0.98,0.79
Nastly Tart Sinful Wintergreen Bar,0.99,0.91,0.14,0.61
Nastly Luxurious Salted Fruit Velvet,0.24,0.03,0.19,0.2
Billy Bonker's Dark Nugat-Filled Mints,0.35,0.39,0.6,0.63
Nastly Luxurious Semisweet Cashew Fudge,0.51,0.06,0.74,0.29
Hearsay Luxurious Indulgent Peanut-Butter Bar,0.77,0.27,0.48,0.43
Good Ivan's Tangy Semisweet Caramel Fudge,0.45,0.93,0,0.11
Nastly Refreshingly Indulgent Peanut-Butter Nonpariels,0.96,0.15,0.54,0.54
Good Ivan's Tart Sinful Nut Mints,0.94,0.89,0.82,0.55
Hearsay Semisweet Walnut Wafers,0.58,0.36,0.99,0.63
Good Ivan's Sinful Peanut-Butter Nonpariels,0.96,0.38,0.68,0.65
Hearsay Luxurious Dark Walnut Candy Sticks,0.46,0.08,0.78,0.76
Hearsay Refreshingly Semisweet Chocolate Coated Wafers,0.69,0.07,0.36,0.65
Good Ivan's Sour Salted Caramel Jawbreakers,0.28,0.71,0.22,0.93
Billy Bonker's Luxurious Dark Walnut Chews,0.39,0.19,0.77,0.17
Hearsay Cool Bittersweet Peanut-Butter Wafers,0.68,0.03,0.57,0.67
Good Ivan's Indulgent Spearmint Velvet,0.89,0.66,0.25,0.15
Nastly Sour Cheese Peanut-Butter Fudge,0.06,0.9,0.65,0.17
Good Ivan's Bitter Peanut-Butter Bar,0.26,0.32,0.64,0.61
Billy Bonker's Refreshingly Sinful Walnut Velvet,0.73,0.02,0.99,0.2
Good Ivan's Cool Honey Chocolate Coated Wafers,0.97,0.12,0.36,0.64
Billy Bonker's Semisweet Almond Nonpariels,0.37,0.38,0.81,0.37
Billy Bonker's Sinful Nugat-Filled Bar,0.71,0.33,0.49,0.46
Good Ivan's Salted Spearmint Lollipops,0.12,0.3,0.02,0.9
Nastly Tangy Sinful Peanut Nonpariels,0.96,0.84,0.97,0.48
Hearsay Tangy Semisweet Peanut-Butter Velvet,0.32,0.98,0.44,0.12
Billy Bonker's Sour Bitter Caramel Clusters,0.17,0.86,0.18,0.94
Nastly Tart Bittersweet Chocolate Coated Fudge,0.39,0.78,0.55,0.05
Billy Bonker's Tangy Honey Spearmint Wafers,0.75,0.94,0.17,0.69
Nastly Refreshingly Honey Peanut-Butter Nonpariels,0.97,0.16,0.35,0.52
Nastly Luxurious Bitter Almond Chews,0,0,0.93,0.18
Nastly Tangy Bittersweet Chocolate Coated Bar,0.6,0.74,0.34,0.38
Hearsay Refreshingly Salted Caramel Nonpariels,0.19,0.19,0.22,0.58
Good Ivan's Refreshingly Dark Peanut-Butter Jawbreakers,0.6,0.12,0.67,0.9
Good Ivan's Tart Bitter Peanut-Butter Fudge,0.19,0.99,0.31,0.08
Good Ivan's Refreshingly Bittersweet Spearmint Candy Sticks,0.49,0.08,0.29,0.94
Nastly Honey Chocolate Jawbreakers,0.74,0.64,0.27,0.88
Billy Bonker's Bittersweet Caramel Velvet,0.47,0.52,0.09,0.17
Good Ivan's Salted Nugat-Filled Bar,0.09,0.66,0.66,0.6
Billy Bonker's Tart Indulgent Cashew Wafers,0.92,0.92,0.75,0.55
Billy Bonker's Tart Dark Caramel Bar,0.69,0.99,0.03,0.62
Billy Bonker's Sour Indulgent Fruit Mints,0.89,0.87,0.09,0.6
Good Ivan's Bitter Chocolate Coated Chews,0.22,0.54,0.45,0.18
Billy Bonker's Luxurious Semisweet Peanut-Butter Nonpariels,0.35,0.23,0.65,0.51
Nastly Honey Peanut-Butter Mints,0.79,0.3,0.55,0.56
Good Ivan's Tangy Bittersweet Nugat-Filled Mints,0.66,0.96,0.4,0.64
Nastly Honey Chocolate Coated Clusters,0.91,0.34,0.55,0.86
Nastly Refreshingly Bittersweet Peanut-Butter Mints,0.68,0.24,0.53,0.67
Good Ivan's Tangy Bittersweet Chocolate Coated Velvet,0.56,0.85,0.32,0.06
Good Ivan's Tangy Cheese Peanut-Butter Chews,0.16,0.96,0.66,0.27
Hearsay Dark Fruit Candy Sticks,0.54,0.39,0.24,0.97
Billy Bonker's Salted Wintergreen Wafers,0.09,0.41,0.23,0.43
Hearsay Tart Bittersweet Wintergreen Chews,0.34,0.94,0.08,0.28
Nastly Refreshingly Honey Nugat-Filled Nonpariels,0.84,0.24,0.69,0.37
Nastly Bittersweet Nut Bar,0.45,0.45,0.84,0.31
Hearsay Refreshingly Semisweet Cashew Bar,0.6,0.19,0.84,0.33
Hearsay Sour Honey Nugat-Filled Lollipops,0.89,0.82,0.37,0.78
Nastly Sour Honey Chocolate Coated Nonpariels,0.99,0.86,0.39,0.37
Good Ivan's Tart Cheese Peanut Velvet,0.07,0.74,0.72,0.16
Billy Bonker's Bittersweet Nut Lollipops,0.64,0.36,0.89,0.86
Billy Bonker's Tart Bittersweet Caramel Mints,0.32,0.72,0.18,0.36
Good Ivan's Refreshingly Bittersweet Peanut Mints,0.34,0.2,0.86,0.62
Nastly Luxurious Bitter Caramel Clusters,0.14,0.29,0.12,0.99
Nastly Salted Chocolate Coated Velvet,0.21,0.5,0.58,0.28
Hearsay Tart Semisweet Caramel Nonpariels,0.35,0.72,0.18,0.52
Hearsay Refreshingly Dark Peanut Chews,0.55,0.13,0.79,0.01
Hearsay Tangy Bitter Peanut-Butter Fudge,0.03,0.98,0.61,0.27
Hearsay Tangy Bitter Peanut-Butter Velvet,0.1,0.74,0.55,0.12
Billy Bonker's Tangy Semisweet Nut Clusters,0.61,0.89,0.76,0.94
Hearsay Indulgent Wintergreen Clusters,0.87,0.69,0.16,0.85
Billy Bonker's Cheese Nugat-Filled Fudge,0.09,0.7,0.48,0.04
Billy Bonker's Bittersweet Peanut Mints,0.48,0.46,0.79,0.36
Good Ivan's Bitter Almond Lollipops,0.14,0.5,0.79,1
Hearsay Cool Indulgent Chocolate Coated Wafers,0.73,0.18,0.55,0.69
Nastly Indulgent Nugat-Filled Velvet,0.8,0.6,0.31,0.12
Good Ivan's Tangy Dark Spearmint Lollipops,0.62,0.88,0.08,0.76
Hearsay Tart Semisweet Peanut Velvet,0.37,0.73,0.92,0.21
Nastly Indulgent Nugat-Filled Mints,0.94,0.55,0.43,0.54
Hearsay Refreshingly Bittersweet Peanut Bar,0.66,0.24,1,0.53
Hearsay Honey Chocolate Velvet,0.89,0.55,0.08,0.12
Nastly Bitter Cashew Clusters,0.22,0.49,0.99,0.74
Good Ivan's Bittersweet Fruit Chews,0.58,0.54,0.2,0.14
Billy Bonker's Sour Bittersweet Wintergreen Mints,0.66,0.91,0.06,0.36
Good Ivan's Tart Dark Nugat-Filled Mints,0.58,0.83,0.54,0.32
Nastly Bitter Walnut Candy Sticks,0.02,0.42,0.86,0.9
Nastly Honey Spearmint Candy Sticks,0.89,0.37,0.17,0.94
Good Ivan's Cheese Nut Clusters,0.04,0.55,0.73,0.99
Billy Bonker's Semisweet Cashew Jawbreakers,0.65,0.4,0.99,0.98
Billy Bonker's Semisweet Cashew Velvet,0.53,0.66,0.94,0.09
Billy Bonker's Luxurious Sinful Nugat-Filled Bar,0.82,0.03,0.45,0.45
Billy Bonker's Refreshingly Sinful Peanut-Butter Mints,0.99,0.16,0.46,0.55
Billy Bonker's Sinful Almond Wafers,0.85,0.35,0.82,0.43
Hearsay Sinful Cashew Wafers,1,0.62,0.77,0.56
Nastly Sinful Wintergreen Nonpariels,0.77,0.46,0.24,0.37
Nastly Cool Salted Chocolate Mints,0.05,0.03,0.19,0.39
Billy Bonker's Bittersweet Chocolate Candy Sticks,0.41,0.64,0.26,0.71
Billy Bonker's Indulgent Chocolate Coated Nonpariels,0.72,0.55,0.62,0.59
Billy Bonker's Luxurious Sinful Peanut-Butter Clusters,0.74,0.21,0.67,0.87
Nastly Bitter Walnut Nonpariels,0.07,0.36,0.91,0.68
Good Ivan's Sour Semisweet Chocolate Nonpariels,0.49,0.77,0.14,0.32
Hearsay Salted Walnut Chews,0.22,0.44,0.92,0.02
Good Ivan's Luxurious Honey Nugat-Filled Fudge,0.79,0.28,0.69,0.16
Hearsay Refreshingly Bitter Cashew Bar,0.25,0.02,0.82,0.47
Good Ivan's Tangy Semisweet Fruit Bar,0.38,0.91,0.09,0.69
Hearsay Tangy Salted Caramel Fudge,0.22,0.77,0.14,0.04
Billy Bonker's Dark Peanut-Butter Wafers,0.42,0.7,0.3,0.34
Billy Bonker's Bittersweet Peanut Bar,0.4,0.37,0.8,0.64
Hearsay Sour Semisweet Chocolate Coated Mints,0.61,1,0.68,0.47
Nastly Refreshingly Salted Chocolate Coated Wafers,0.07,0.19,0.7,0.68
Billy Bonker's Sinful Caramel Velvet,0.87,0.43,0.13,0.25
Hearsay Tart Bitter Chocolate Nonpariels,0.12,0.81,0.19,0.54
Hearsay Cheese Nut Candy Sticks,0.02,0.42,0.98,0.79
Hearsay Semisweet Chocolate Coated Fudge,0.49,0.37,0.61,0.14
Good Ivan's Refreshingly Bittersweet Nut Clusters,0.44,0.28,0.96,0.8
Billy Bonker's Bittersweet Wintergreen Chews,0.5,0.56,0.12,0.03
Billy Bonker's Tart Honey Wintergreen Nonpariels,0.73,0.89,0.26,0.64
Nastly Dark Caramel Fudge,0.65,0.62,0.12,0.09
Billy Bonker's Tart Honey Chocolate Coated Jawbreakers,0.87,0.85,0.33,0.88
Billy Bonker's Semisweet Peanut-Butter Chews,0.4,0.63,0.7,0.27
Good Ivan's Dark Chocolate Jawbreakers,0.57,0.55,0.02,0.86
Good Ivan's Dark Peanut-Butter Mints,0.69,0.57,0.49,0.39
Billy Bonker's Dark Wintergreen Fudge,0.46,0.67,0.25,0.14
Nastly Indulgent Chocolate Coated Chews,0.9,0.69,0.35,0.14
Billy Bonker's Sinful Nugat-Filled Fudge,0.88,0.43,0.35,0.26
Hearsay Tart Cheese Peanut-Butter Mints,0.18,0.8,0.41,0.36
Billy Bonker's Cool Bittersweet Chocolate Coated Velvet,0.55,0.05,0.68,0.28
Good Ivan's Dark Cashew Jawbreakers,0.38,0.31,0.77,0.71
Good Ivan's Cool Sinful Spearmint Clusters,0.86,0.14,0.21,0.91
Good Ivan's Indulgent Caramel Candy Sticks,0.81,0.56,0.28,0.84
Good Ivan's Luxurious Dark Nut Candy Sticks,0.41,0.1,0.91,0.81
Billy Bonker's Refreshingly Bittersweet Fruit Chews,0.66,0.01,0.17,0.01
Nastly Tangy Sinful Fruit Mints,0.83,0.86,0.13,0.68
Nastly Sour Semisweet Peanut-Butter Jawbreakers,0.65,0.96,0.48,0.92
Nastly Dark Walnut Chews,0.54,0.68,0.85,0.15
Nastly Bitter Chocolate Coated Wafers,0.15,0.66,0.65,0.38
Good Ivan's Honey Wintergreen Wafers,0.83,0.32,0.25,0.32
Nastly Luxurious Bitter Spearmint Velvet,0.29,0.15,0.15,0.03
Nastly Bittersweet Almond Clusters,0.4,0.66,0.8,0.86
Billy Bonker's Refreshingly Salted Peanut-Butter Bar,0.13,0.01,0.51,0.68
Billy Bonker's Refreshingly Dark Walnut Fudge,0.32,0.29,0.88,0.07
Nastly Bittersweet Almond Mints,0.63,0.62,0.8,0.38
Hearsay Dark Spearmint Chews,0.66,0.51,0.29,0.1
Good Ivan's Cool Bittersweet Peanut Fudge,0.31,0.08,0.82,0.27
Nastly Tart Indulgent Nugat-Filled Wafers,0.87,0.72,0.67,0.56
Nastly Cool Honey Spearmint Mints,0.93,0,0.22,0.36
Billy Bonker's Tart Sinful Nugat-Filled Mints,0.9,0.9,0.47,0.62
Billy Bonker's Tangy Dark Caramel Bar,0.56,0.76,0.1,0.39
Billy Bonker's Dark Nugat-Filled Bar,0.65,0.38,0.66,0.64
Billy Bonker's Refreshingly Cheese Caramel Fudge,0.19,0.27,0.19,0.24
